Issue,Volume,title,authors,views,citations
341,68,A Note on Large-Sample Approximations in Lognormal Linear Models,Donald H. Ebbeler,13,4
341,68,Note on Discrete Approximations,W. Stefansky & Henry F. Kaiser,11,2
341,68,Book Reviews,,10,0
341,68,Corrigenda,,7,0
341,68,Editorial Board Page,,7,0
340,67,Statistics and Political Science,James L. Hutter,17,0
340,67,The Distribution by Age of the Frequency of First Marriage in a Female Cohort,A. J. Coale & D. R. McNeil,34,62
340,67,Stochastic Simulation of Monetary Rules in Two Macroeconometric Models,J. Phillip Cooper & Stanley Fischer,15,2
340,67,Inference for Markov Chains Having Stochastic Entry and Exit,George T. Duncan & Lizbie G. Lin,11,2
340,67,A Modal Search Technique for Predictive Nominal Scale Multivariate Analysis,Robert Messenger & Lewis Mandell,17,1
340,67,The American Jury: A Critique,A. E. Bottoms & Monica A. Walker,11,0
340,67,Rejoinder,Harry Kalven Jr. & Hans Zeisel,9,0
340,67,An Application of Multivariate Analysis to Complex Sample Survey Data,Gary G. Koch & Stanley Lemeshow,14,8
340,67,A Linear Models Approach to the Analysis of Survival and Extent of Disease in Multidimensional Contingency Tables,"Gary G. Koch, William D. Johnson & H. Dennis Tolley",17,25
340,67,The Keynesian Aggregate Supply Function for Labor,James M. Holmes,12,0
340,67,Note on Owner's Estimate of Housing Value,John F. Kain & John M. Quigley,14,28
340,67,The Distribution of Stock Returns,R. R. Officer,35,69
340,67,Asymmetric Stable Distributions of Stock Price Changes,B. D. Fielitz & E. W. Smith,14,12
340,67,Linear Dynamic Recursive Estimation from the Viewpoint of Regression Analysis,D. B. Duncan & S. D. Horn,22,34
340,67,Dependence and Aging Aspects of Multivariate Survival,E. C. Brindley Jr. & W. A. Thompson Jr.,18,47
340,67,Interrelated Bernoulli Processes,Gordon R. Antelman,12,12
340,67,Estimation in Univariate and Multivariate Stable Distributions,S. James Press,36,77
340,67,Asymptotically Optimal Group Rank Tests for Location,Richard A. Groeneveld,9,4
340,67,Asymptotic Behavior of Two-Sample Tests Based on Powers of Ranks for Detecting Scale and Location Alternatives,Paul W. Mielke Jr.,15,19
340,67,A Distribution-Free Normal Scores Test for Ordered Alternatives in the Randomized Block Design,Walter R. Pirie & Myles Hollander,11,9
340,67,More on Concepts of Statistical Evidence,Allan Birnbaum,15,8
340,67,An Analysis of a Two-Way Model with Interaction and No Replication,Dallas E. Johnson & Franklin A. Graybill,36,82
340,67,Optimal Designs for Estimating the Slope of a Polynomial Regression,V. N. Murty & W. J. Studden,16,21
340,67,Test Data for Statistical Algorithms: Least Squares and ANOVA,W. Keith Hastings,14,1
340,67,Elicitation of Subjective Probabilities by Sequential Choices,Arlo D. Hendrickson & Robert J. Buehler,10,1
340,67,Upper and Lower Probability Inferences from Ordered Multinomial Data,Herbert Weisberg,10,3
340,67,The Fitting of Straight Lines When both Variables are Subject to Error and the Ranks of the Means are Known,James H. Ware,12,4
340,67,A Gaussian Approximation to the Distribution of a Definite Quadratic Form,D. R. Jensen & Herbert Solomon,27,29
340,67,Properties of the Bivariate Normal Cumulative Distribution,Dennis P. Tihansky,23,5
340,67,Two Distributions Involving a Bessel Function,G. M. Kaufman,14,2
340,67,Products of Independent Beta Variables with Application to Connor and Mosimann's Generalized Dirichlet Distribution,Ian R. James,19,2
340,67,Estimation for Domains in Multistage Sampling,Myint Tin & Than Toe,11,0
340,67,On the Asymptotic Power of Tests for Independence in Contingency Tables from Stratified Samples,Gad Nathan,9,6
340,67,Continuous Sequential Testing of a Poisson Process to Minimize the Bayes Risk,Harland F. Romberg,10,1
340,67,Estimation and Hypothesis Testing for the Parameters of a Bivariate Exponential Distribution,"Bruce M. Bemis, Lee J. Bain & James J. Higgins",35,23
340,67,Estimation of the Slope and Analysis of Covariance When the Concomitant Variable is Measured with Error,James S. Degracie & Wayne A. Fuller,13,14
340,67,Simultaneous Prediction Intervals to Contain the Standard Deviations or Ranges of Future Samples from a Normal Distribution,Gerald J. Hahn,18,10
340,67,A Probabilistic Model for Identifying Errors in Data Editing,"Joseph I. Naus, Thomas G. Johnson & Ramiro Montalvo",10,5
340,67,Book Reviews,,12,0
340,67,Editorial Board Page,,7,0
339,67,The Effects of Discarding Inliars When Binomial Data are Subject to Classification Errors,Philip J. McCarthy,12,1
339,67,An Empirical Examination of the Classical Assumptions concerning Errors in Data,Tracy W. Murray,11,0
339,67,On Constructing Current Life Tables,Chin Long Chiang,22,14
339,67,An Economic-Linear Programming Model of the U.S. Petroleum Refining Industry,F. Gerard Adams & James M. Griffin,23,3
339,67,Some Aspects of the Aggregation Problem in the Dividend-Earnings Relationship,P. Michael Laub,12,7
339,67,A Synthesis of Time-Series and Cross-Section Analyses: Demand for Air Transportation Service,Kan Hua Young,14,7
339,67,Small-Sample Estimation of a Structural Equation with Autocorrelated Errors,Michael D. Hurd,14,5
339,67,Comparison of the Small Sample Power of the Chi-Square and Likelihood Ratio Tests of the Assumptions for Stochastic Models,Robert W. Lissitz,10,1
339,67,Significance Testing of the Spearman Rank Correlation Coefficient,Jerrold H. Zar,220,120
339,67,Tables for Use of the Maximum F -Ratio in Multiple Comparison Procedures,G. L. Tietjen & R. J. Beckman,10,2
339,67,Design of Experiment for Bioassay,R. K. Tsutakawa,34,22
339,67,A Kolmogorov Goodness-of-Fit Test for Discontinuous Distributions,W. J. Conover,46,54
339,67,On the Selection of the Underlying Distribution and Adaptive Estimation,"Robert V. Hogg, Vincent A. Uthoff, Ronald H. Randles & Alan S. Davenport",18,19
339,67,Grouping for Testing Trends in Categorical Data,Robert J. Connor,22,13
339,67,A Method for Detecting all Defective Members in a Population by Group Testing,F. K. Hwang,24,40
339,67,On the Chi-Square Test When the Parameters are Estimated Independently of the Sample,Gerald R. Chase,9,4
339,67,A Simple Algorithm for Generating Binomial Random Variables When N is Large,Daniel A. Relles,19,3
339,67,Nonparametric Sequential Procedures for Selecting the Best of k Populations,J. C. Geertsema,11,2
339,67,Population Projection Variances and Path Analysis,E. Seneta,10,2
339,67,Simulating the Small-Sample Properties of Econometric Estimators,W. M. Mikhail,9,14
339,67,The Bias of the Two-Stage Least Squares Estimator,W. M. Mikhail,15,7
339,67,The Effect of Aggregation on Prediction in the Autoregressive Model,Takeshi Amemiya & Roland Y. Wu,35,30
339,67,Estimation of Actual Response Coefficients in the Hildreth-Houck Random Coefficient Model,W. E. Griffiths,17,26
339,67,Residual Correlations and Diagnostic Checking in Dynamic-Disturbance Time Series Models,David A. Pierce,18,9
339,67,Λ-Minimax Estimation of a Multivariate Location Parameter,Daniel L. Solomon,9,3
339,67,Λ-Minimax Estimation of a Scale Parameter,Daniel L. Solomon,10,1
339,67,The Estimation of Stationary Stochastic Regression Parameters Reexamined,Barr Rosenberg,13,8
339,67,On a New Class of Bounds for the Distribution of Quadratic Forms in Normal Variates,Leon Jay Gleser,10,1
339,67,Asymptotic Efficiency of One R-Factor Experiment Relative to R One-Factor Experiments for Selecting the Best Normal Population,V. S. Bawa,9,2
339,67,Relation between Pearsonian Coefficients of Distributions of Least Squares Estimators and the Disturbance Term,P. N. Misra,10,1
339,67,Estimates of Parameters of a Censored Regression Sample,Edwin H. Chen & W. J. Dixon,14,11
339,67,Optimality Properties of Theil's BLUS Residuals,Stanley I. Grossman & George P. H. Styan,12,6
339,67,A Multivariate Extension of Tukey's One Degree of Freedom for Non-Additivity,Lyman L McDonald,17,0
339,67,Pooling Mean Squares in ANOVA Model II,S. R. Srivastava,12,2
339,67,Power of Tests of Homogeneity of a Binomial Series,T. K. M. Wisniewski,10,0
339,67,Allocation in Stratified Sampling as a Game,Benee F. Swindel & David O. Yandle,18,1
339,67,Constructing Confidence Sets Using Rank Statistics,David F. Bauer,70,141
339,67,Sequential Comparison of Exponential Survival Curves,Norman Breslow & Charlene Haug,14,8
339,67,A Double Sampling Plan for Comparing Two Variances,R. K. Zeigler & Aaron Goldman,15,3
339,67,Some Comparisons of the Method of Moments and the Method of Maximum Likelihood in Estimating Parameters of a Mixture of Two Normal Densities,W. Y. Tan & W. C. Chang,20,18
339,67,More Tables of the Power of the F-Test,M. L. Tiku,11,2
339,67,Book Reviews,,12,0
339,67,Editorial Board Page,,7,0
338,67,“Infinite Variance” and Research Strategy in Time Series Analysis,Clive W. J. Granger & Daniel Orr,21,19
338,67,A Multi-Country Analysis of the Effects of Data Revisions on an Econometric Model,Frank T. Denton & Ernest H. Oksanen,9,8
338,67,"The Sun-Times Straw Poll, 1968 and 1970: A Statistical Appraisal",Stephen E. Fienberg,10,0
338,67,Effects of Question Length on Reporting Behavior in the Survey Interview,André Laurent,15,7
338,67,A New Approach to Estimating Switching Regressions,Richard E. Quandt,38,137
338,67,Seasonal Variability in Distributed Lag Models,James E. Pesando,11,2
338,67,Evaluating Estimates of Net Migration and Net Migration Rates Based on Survival Ratios Corrected in Varying Degrees,David F. Sly,10,1
338,67,Convergence Pattern of the Scoring Method in Estimating Parameters of a Log-Normal Function,C. Michelini,10,1
338,67,Partially Balanced Designs for Half Sample Replication Method of Variance Estimation,Kok-Huat Lee,8,1
338,67,On Sampling of Very Rare Human Populations,Seymour Sudman,13,6
338,67,A Note on Multiple-Choice Items,Alexis Zinger,13,9
338,67,A Study of Methods for Comparing Several Variances,Peter S. Gartside,15,25
338,67,On Future Population,Nathan Keyfitz,18,30
338,67,On Simpson's Paradox and the Sure-Thing Principle,Colin R. Blyth,79,94
338,67,Some Probability Paradoxes in Choice from among Random Alternatives,Colin R. Blyth,22,48
338,67,Comment,D. V. Lindley,11,0
338,67,Comment,I. J. Good,10,0
338,67,Comment,Robert L. Winkler,10,0
338,67,Comment,John W. Pratt,11,0
338,67,Rejoinder,Colin R. Blyth,10,0
338,67,Improved Confidence Intervals for the Variance of a Normal Distribution,Arthur Cohen,17,16
338,67,Estimation of σ2 in a Two-Way Classification Model with Interaction,Dallas E. Johnson & Franklin A. Graybill,13,6
338,67,Two-Stage Chi Square Goodness-of-Fit Test,John E. Hewett & R. K. Tsutakawa,18,7
338,67,Estimating the Mean of Observations from a Wide-Sense Stationary Autoregressive Sequence,George S. Fishman,9,0
338,67,Comparing Conditional Means and Variances in a Regression Model with Measurement Errors of Known Variances,T. W. F. Stroud,14,3
338,67,Comment,Richard F. Potthoff,10,0
338,67,Rejoinder,T. W. F. Stroud,9,0
338,67,"Measures of Association for Cross Classifications, IV: Simplification of Asymptotic Variances",Leo A. Goodman & William H. Kruskal,37,83
338,67,More Light on the Kurtosis and Related Statistics,Robert V. Hogg,18,52
338,67,The Generalized Birthday Problem,Bernard Saperstein,19,27
338,67,Negative Moments of Positive Random Variables,M. T. Chao & W. E. Strawderman,49,34
338,67,Bayesian Analysis of the Two-Sample Problem with Incomplete Data,Robert H. Lochner & A. P. Basu,11,2
338,67,Bayesian Optimization in Sampling Finite Populations,J. N. K. Rao & P. D. Ghangurde,18,6
338,67,Asymptotic Properties of an Iterate of the Two-Stage Least Squares Estimator,Phoebus J. Dhrymes & Vishwanath Pandit,13,0
338,67,On Utilizing Information from a Second Sample in Estimating the Scale Parameter for a Family of Symmetric Distributions,J. S. Mehta,9,0
338,67,Kendall's S Distribution with Ties in One Ranking,Pierre Robillard,11,2
338,67,Multisample Tests for the von Mises Distribution,M. A. Stephens,11,10
338,67,Two-Sided Confidence Intervals for Ranked Means,Edward J. Dudewicz,11,5
338,67,Comparisons of MVU and ML Distribution Function Estimators for Truncation Parameter Distributions,A. Dionne & C. P. Quesenberry,12,1
338,67,A Comparison of Some Multivariate Discrimination Procedures,M. P. Gessaman & P. H. Gessaman,13,24
338,67,The Treatment of Missing Values in Discriminant Analysis—I. The Sampling Experiment,Linda S. Chan & Olive Jean Dunn,14,9
338,67,A Model for Quadratic Outliers in Linear Regression,Janet Dixon Elashoff,13,3
338,67,Necessary and Sufficient Conditions for MINQU-Estimation of Heteroskedastic Variances in Linear Models,Parthasaradhi Mallela,10,3
338,67,Book Reviews,,11,0
338,67,Editorial Board Page,,7,0
337,67,On the Question of Statistical Confidentiality,I. P. Fellegi,19,29
337,67,A Cost-Effectiveness Model for Air Pollution Control with a Single Stochastic Variable,Robert E. Kohn,14,5
337,67,Time and Frequency Domain Representations of Futures Prices as a Stochastic Process,Thomas F. Cargill & Gordon C. Rausser,12,7
337,67,Using Regression Models to Estimate the Expectation of Life for the U.S.S.R.,D. Peter Mazur,12,2
337,67,Seasonal Adjustment of Economic Data by Application of the General Linear Statistical Model,James A. Stephenson & Helen T. Farr,14,14
337,67,Verification Error in Single Sampling Inspection Plans for Processing Survey Data,George Minton,15,14
337,67,Analysis of Contingency Tables Having Ordered Response Categories,O. Dale Williams & James E. Grizzle,17,36
337,67,Approximate Distribution of Parameters in a Distributed Lag Model,Theodore P. Lianos & Gordon C. Rausser,14,5
337,67,Upper Bounds for Correlations between Binary Outcomes and Probabilistic Predictions,Donald G. Morrison,19,29
337,67,A Monte Carlo Study of Analysis of Variance and Competing Rank Tests for Scheffé's Mixed Model,Richard O. Gilbert,9,1
337,67,Some Recent Results in Lognormal Parameter Estimation Using Grouped and Ungrouped Data,Brian O'Neill & W. T. Wells,15,3
337,67,Research and Theory on the Learning of Probabilities,William K. Estes,18,13
337,67,Recent Developments in the Design of Factorial Experiments,Sidney Addelman,21,9
337,67,Estimation of Variance and Covariance Components in Linear Models,C. Radhakrishna Rao,76,97
337,67,Sample-Based Classification Procedures Derived from Density Estimators,Ned Glick,20,43
337,67,Direct Clustering of a Data Matrix,J. A. Hartigan,111,211
337,67,Limiting the Risk of Bayes and Empirical Bayes Estimators—Part II: The Empirical Bayes Case,Bradley Efron & Carl Morris,56,36
337,67,The Isotonic Regression Problem and its Dual,R. E. Barlow & H. D. Brunk,48,34
337,67,An Inverse Stopping Rule for Play-the-Winner Sampling,David G. Hoel,11,15
337,67,A Comparison of Lag Window Generators,Henry R. Neave,13,2
337,67,The Exact Finite-Sample Distribution of the Limited-Information Maximum Likelihood Estimator in the Case of Two Included Endogenous Variables,Roberto S. Mariano & Takamitsu Sawa,20,20
337,67,Disturbance-Variance Estimation in Simultaneous Equations When Disturbances are Small,V. K. Srivastava,11,2
337,67,The Role of Approximate Prior Restrictions in Distributed Lag Estimation,Christopher A. Sims,18,19
337,67,Some Finite Sample Results for Theil's Mixed Regression Estimator,"T. A. Yancey, M. E. Bock & G. G. Judge",12,1
337,67,A Monte Carlo Study of Some Small Sample Properties of Tests for Specification Error,J. Ramsey & R. Gilbert,12,21
337,67,A Decision-Theoretic Approach to Interval Estimation,Robert L. Winkler,29,27
337,67,Estimators of Severity Factors in a Multiplicative Poisson Model,S. Zacks & W. J. Zimmer,11,0
337,67,Distribution-Free Interval Estimation of the Largest α-Quantile,M. Haseeb Rizvi & K. M. Lal Saxena,10,1
337,67,Asymptotic Efficiencies of Quick Methods of Computing Efficient Estimates Based on Ranks,Charles H. Kraft & Constance van Eeden,9,5
337,67,Comparisons among Estimators of a Scale Parameter of the Beta-Stacy Distribution,N. L. Johnson & S. Kotz,14,1
337,67,The Moments of a Distribution after Repeated Selection with Error,J. C. Young,10,3
337,67,Singular Weighing Designs and a Reflexive Generalized Inverse,K. S. Banerjee,11,3
337,67,The Best Test of Exponentiality against Gamma Alternatives,Galen R. Shorack,10,13
337,67,An Approximate Analysis of Variance Test for Normality,S. S. Shapiro & R. S. Francia,109,214
337,67,An Alternative for the Linear Regression Equation When the Predictor Variable is Uncontrolled and the Sample Size is Small,Nathan King,11,3
337,67,Approximate Confidence Limits for System Reliability,Robert G. Easterling,25,12
337,67,On the Comparison of Two Methods of Combining Independent Tests,Ramon C. Littell & J. Leroy Folks,14,2
337,67,Stratified Sample Surveys with Multiplicity,Monroe G. Sirken,16,14
337,67,Series Representations of a Bivariate Singly Noncentral t-Distribution,Marakatha Krishnan,11,7
337,67,Recurrence Relation for the Minimum Variance Unbiased Estimator of a Parameter of a Left-Truncated Poisson Distribution,J. C. Ahuja & E. A. Enneking,14,0
337,67,Theory of Equitable Quality Level and Error-Areas under the OC Curves of Acceptance Sampling Plans,M. T. Subrahmanya,14,0
337,67,Book Reviews,,8,0
337,67,Corrigenda,,11,0
337,67,Editorial Board Page,,7,0
336,66,Probabilistic Prediction: Some Experimental Results,Robert L. Winkler,21,28
336,66,On the Estimation of Lifetime Income,Martin M. G. Fase,16,2
336,66,On the Correlation between Metropolitan Area In- and Out-Migration by Occupation,Leroy O. Stone,14,8
336,66,The Optimal Measure of Concentration,Duncan Bailey & Stanley E. Boyle,19,17
336,66,"Tailored Testing, an Application of Stochastic Approximation",Frederic M. Lord,9,9
336,66,Prediction and Control of the Size of an Input-Output System,John J. Wiorkowski & William R. McLeod,9,2
336,66,Processing Survey Data with Ordered Alternative Hypotheses,Charles H. Proctor,10,0
336,66,Experiments in Obtaining Consumer Expenditures by Diary Methods,Seymour Sudman & Robert Ferber,11,11
336,66,Inference in Two-Phase Regression,David V. Hinkley,36,89
336,66,Regression Updating,John M. Chambers,19,36
336,66,Interval Estimation for X-Predictions from Linear Y-on-X Regression Lines Through the Origin,C. Philip Cox,11,1
336,66,A Simple Method for the Construction of Empirical Confidence Limits for Economic Forecasts,W. H. Williams & M. L. Goodman,22,27
336,66,An Investigation of the Restraints with Respect to Sample Size Commonly Imposed on the Use of the Chi-Square Statistic,John T. Roscoe & Jackson A. Byars,46,59
336,66,The Power of the Shapiro-Wilk W Test for Normality in Samples from Contaminated Normal Distributions,Edwin H. Chen,26,8
336,66,On Naya and Morgan's Criterion of Accuracy in Trade Recording,Paul Luey,9,0
336,66,Rejoinder,"Seiji Naya, Theodore Morgan & Joseph A. Colosi",8,0
336,66,Fundamental Queries in Aggregation Theory,Yuji Ijiri,20,26
336,66,Elicitation of Personal Probabilities and Expectations,Leonard J. Savage,64,203
336,66,Asymptotic Optimality of Fisher's Method of Combining Independent Tests,Ramon C. Littell & J. Leroy Folks,35,59
336,66,Limiting the Risk of Bayes and Empirical Bayes Estimators—Part I: The Bayes Case,Bradley Efron & Carl Morris,47,22
336,66,Effect of Dependence on the Level of Some One-Sample Tests,Joseph L. Gastwirth & Herman Rubin,14,35
336,66,On the Sign Test for Symmetry,Joseph L. Gastwirth,17,16
336,66,Finding a Single Defective in Binomial Group-Testing,Satindar Kumar & Milton Sobel,11,12
336,66,Approximately Optimum Stratification on the Auxiliary Variable,Ravindra Singh,19,17
336,66,Bayes Estimates for Subclasses in Stratified Sampling,Alastair Scott & T. M. F. Smith,13,2
336,66,Confidence Intervals for Independent Exponential Series Systems,Gerald J. Lieberman & Sheldon M. Ross,11,14
336,66,A Problem in Accelerated Life Testing,Nozer D. Singpurwalla,18,13
336,66,Objective Criteria for the Evaluation of Clustering Methods,William M. Rand,446,954
336,66,Discrimination and Confidence Bands on Percentiles,R. Kirk Steinhorst & David C. Bowden,16,8
336,66,Robust Procedures for Estimating Polynomial Regression,Corwin L. Atwood,13,7
336,66,A Conservative Confidence Interval for a Likelihood Ratio,Ann F. S. Mitchell & Clive D. Payne,11,0
336,66,A Truncated Test for Choosing the Better of Two Binomial Populations,James E. Kiefer & George H. Weiss,11,8
336,66,πPS Sampling Designs and the Horvitz-Thompson Estimator,T. J. Rao,15,0
336,66,A Sequential Test for Gamma Distributions,R. M. Phatarfod,14,4
336,66,Rank Tests for “Lehmann's Alternative”,Robert B. Davies,10,2
336,66,The Linear Randomized Response Model,Stanley L. Warner,32,43
336,66,Best Linear Unbiased Estimates of the Parameters of the Logistic Distribution Based on Selected Order Statistics,"Lai K. Chan, N. N. Chan & E. R. Mead",13,5
336,66,Best Linear Recursive Estimation,P. L. Odell & T. O. Lewis,15,7
336,66,Approximation of Tail Probabilities by Means of the B n -Transformation,H. L. Gray & T. O. Lewis,10,2
336,66,Maximum Likelihood Estimation of the Linear Expenditure System,Richard W. Parks,17,9
336,66,Comparison of Tests of the Equality of Dependent Correlation Coefficients,Olive Jean Dunn & Virginia Clark,34,39
336,66,Tables for Shortest Confidence Intervals on the Standard Deviation and Variance Ratio from Normal Distributions,P. David Wilson & James Tonascia,10,2
336,66,Power Function of the F-Test Under Non-Normal Situations,M. L. Tiku,19,9
336,66,Book Reviews,,15,0
336,66,Editorial Board Page,,8,0
335,66,A Markovian Model of Income Dynamics,John J. McCall,10,4
335,66,The Average Workweek of Capital in Manufacturing,Paul Taubman & Peter Gottschalk,10,3
335,66,The Statistical Structure of Bidding for Oil and Mineral Rights,Chester R. Pelto,11,4
335,66,Retaining Units after Changing Strata and Probabilities,Leslie Kish & Alastair Scott,14,10
335,66,Specification Error Tests and Alternative Functional Forms of the Aggregate Production Function,James B. Ramsey & Paul Zarembka,12,16
335,66,Correlated Measurement Errors and the Least Squares Estimator of the Regression Coefficient,John J. Chai,15,12
335,66,Problems of Convergence of Maximum Likelihood Iterative Procedures in Multiparameter Situations,Nathan Mantel & Max Myers,12,17
335,66,The USDA Series on Net Investment in Farm Real Estate—A Critique,Kul B. Bhatia,10,0
335,66,A New Method for Examining Rounding Error in Least-Squares Regression Computer Programs,Gary M. Mullet & Tracy W. Murray,10,10
335,66,A Monte Carlo Investigation of the Robustness of T 2,G. R. Chase & William G. Bulgren,13,13
335,66,An Extension of the Table of the Student Distribution,Fred B. Lempers & Adri S. Louter,10,0
335,66,Costs and Returns to Scale in U.S. Post Offices,Leonard Merewitz,11,1
335,66,Problems of Data Organization and Analytical Methods in Geography,Brian J. L. Berry,16,3
335,66,On Bias Reduction in Estimation,"W. R. Schucany, H. L. Gray & D. B. Owen",28,30
335,66,An Analysis of Variance for Categorical Data,Richard J. Light & Barry H. Margolin,58,90
335,66,Play-the-Winner Rule and Inverse Sampling in Selecting the Better of Two Binomial Populations,Milton Sobel & George H. Weiss,14,23
335,66,Does an Observed Sequence of Numbers Follow a Simple Rule? (Another Look at Bode's Law),Bradley Efron,12,9
335,66,Comment,I. J. Good,10,1
335,66,Comment,I. D. J. Bross,9,0
335,66,Comment,Alan Stuart,9,0
335,66,Comment,J. M. A. Danby,9,0
335,66,Comment,Colin R. Blyth,9,0
335,66,Comment,John W. Pratt,9,0
335,66,Rejoinder,Bradley Efron,8,0
335,66,Certain Uncorrelated and Independent Rank Statistics,Ronald H. Randles & Robert V. Hogg,12,9
335,66,Sequential Test for Correlation Coefficients,Sung C. Choi,10,4
335,66,An Interpolatory Method of Approximating Distribution Functions with Applications to the Gamma and Related Variates,Rudy A. Gideon & John Gurland,11,2
335,66,Multiphase Sampling in Nonresponse Problems,K. P. Srinath,19,17
335,66,A Note on Estimation in Straight Line Regression When Both Variables are Subject to Error,Max Halperin & Joan Gurian,15,11
335,66,Mean Square Errors of the Best Unbiased and Maximum Likelihood Estimators of Tail Probabilities in Normal Distributions,Shelley Zacks & Roy C. Milton,10,6
335,66,Efficiency-Robust Systematic Linear Estimators of Location,Valerie Miké,11,2
335,66,Expectations and Variances of Maximum Likelihood Estimates of the Multivariate Normal Distribution Parameters with Missing Data,Donald F. Morrison,21,20
335,66,Probabilities of the Type I Errors of the Welch Tests for the Behrens-Fisher Problem,Ying Y. Wang,23,36
335,66,Hypothesis Testing and Confidence Intervals for Products and Quotients of Poisson Parameters with Applications to Reliability,Bernard Harris,18,16
335,66,Sequential Estimation in the Uniform Density,Peter J. Cooke,9,4
335,66,On the Selection of Multi-Factor Experimental Arrangements with Resource Constraints,John B. Neuhardt & Hugh E. Bradley,9,7
335,66,Cluster Analysis and Mathematical Programming,M. R. Rao,42,89
335,66,Optimization of the Unrelated Question Randomized Response Model,J. J. A. Moors,24,52
335,66,The Asymptotic Distribution of Conditional Likelihood Ratio Tests,Erling B. Andersen,17,12
335,66,Estimation Procedures for Difference of Means with Missing Data,Pi-Erh Lin,12,6
335,66,Optimum Sample Size and Sampling Interval for Controlling the Mean of Non-Normal Variables,Y. Nagendra & G. Rai,12,5
335,66,A Characterization of the Dirichlet Distribution,J. N. Darroch & D. Ratcliff,19,8
335,66,On the Bounds of the Range of Order Statistics,Douglas M. Hawkins,11,10
335,66,The Partial Sequential Probability Ratio Test,Campbell B. Read,11,4
335,66,Book Reviews,,8,0
335,66,Editorial Board Page,,7,0
334,66,Application of the Randomized Response Technique in Obtaining Quantitative Data,"Bernard G. Greenberg, Roy R. Kuebler Jr., James R. Abernathy & Daniel G. Horvitz",41,82
334,66,A Review of the Claim that Excess Morbidity and Disability Can Be Ascribed to Smoking,Theodor D. Sterling,9,3
334,66,The Normal Income Hypothesis in Chile,Roger R. Betancourt,9,2
334,66,The Retention Model: A Markov Chain with Variable Transition Probabilities,Neil W. Henry,12,10
334,66,The Effect of Nonhomogeneous Populations on Markov Steady-State Probabilities,"Donald G. Morrison, William F. Massy & Fred N. Silverman",10,7
334,66,Linkages of Intrinsic to Age-Specific Rates,Nathan Keyfitz,11,10
334,66,A Note on the Distribution of Stock Price Changes,John Teichmoeller,16,29
334,66,Accident Rate Potential: An Application of Multiple Regression Analysis of a Poisson Process,Donald C. Weber,25,15
334,66,Comment on “Discriminatory Bias in Rates Charged by the Canadian Automobile Insurance Industry”,C. L. Wilcken,11,0
334,66,Rejoinder,R. A. Holmes,9,0
334,66,A Uniformly Asymptotically Efficient Estimator of a Location Parameter,Kei Takeuchi,15,12
334,66,Optimally Robust Linear Estimators of Location,"Allan Birnbaum, Eugene Laska & Morris Meisner",12,6
334,66,Optimal Experimental Design for Polynomial Regression,Stephen M. Stigler,32,46
334,66,Minimax Designs,V. N. Murty,12,1
334,66,Sequential One-Sample Grouped Signed Rank Tests for Symmetry: Basic Procedures,Harrison D. Weed Jr. & Ralph A. Bradley,9,13
334,66,Bayesian and Non-Bayesian Analysis of the Log-Normal Distribution and Log-Normal Regression,Arnold Zellner,42,23
334,66,Parameter Estimates for Symmetric Stable Distributions,Eugene F. Fama & Richard Roll,53,176
334,66,"Partitioning of Chi-Square, Analysis of Marginal Contingency Tables, and Estimation of Expected Frequencies in Multidimensional Contingency Tables",Leo A. Goodman,21,31
334,66,Asymptotic Properties of Maximum Likelihood Estimators in Some Nonstandard Cases,Lionel Weiss,15,16
334,66,Maximum Likelihood Estimation from Grouped Poisson Data,"Walter H. Carter Jr., Jacob Van Bowen Jr. & Raymond H. Myers",13,4
334,66,The Efficiency of Least Squares in Estimating a Stable Seasonal Pattern,R. D. Terrell & N. E. Tuckwell,10,1
334,66,Approximate Best Linear Prediction of a Certain Class of Stationary and Nonstationary Noise-Distorted Signals,Eugene Sobel,9,2
334,66,Two-Stage Least Squares and Econometric Systems Linear in Parameters but Nonlinear in the Endogenous Variables,Harry H. Kelejian,51,80
334,66,Distribution of a Structural t-Statistic for the Case of Two Included Endogenous Variables,David H. Richardson & Robert J. Rohr,10,4
334,66,The Distribution of Linear Functions of Independent F Variates,Donald F. Morrison,13,2
334,66,Some Results for Discrete Unimodality,J. Keilson & H. Gerber,39,49
334,66,Canonical Expansion of the Compound Correlated Bivariate Poisson Distribution,M. A. Hamdan & H. A. Al-Bayyati,13,5
334,66,Some Properties of the Range in Samples from Tukey's Symmetric Lambda Distributions,Brian L. Joiner & Joan R. Rosenblatt,20,50
334,66,A Random Normal Number Generator for 32-Bit-Word Computers,Edwin H. Chen,9,32
334,66,A Generalized Estimator for the Mean of a Finite Population Using Multi-Auxiliary Information,Surendra K. Srivastava,20,34
334,66,Interval Estimation of the Largest Variance of k Normal Populations,K. M. Lal Saxena,10,2
334,66,A Simple Method for Approximating the Variance of a Complicated Estimate,Ralph S. Woodruff,36,0
334,66,Whither Econometrics?,Lawrence R. Klein,17,6
334,66,Book Reviews,,9,0
334,66,Editorial Board Page,,7,0
333,66,The American Statistical Association: A Single Scientific and Educational Community,T. A. Bancroft,10,1
333,66,A Condition for Independence of Permanent and Transitory Components of a Series,James M. Holmes,10,4
333,66,A Canonical Correlation Analysis of Occupational Mobility,Sheila R. Klatzky & Robert W. Hodge,19,20
