Issue,Volume,title,authors,views,citations,Year
476,101,SAS for Monte Carlo Studies: A Guide for Quantitative Researchers,Jeff M Allen,78,0,2006
476,101,Missing Data and Small-Area Estimation: Modern Analytical Equipment for the Survey Statistician,Monica Pratesi & Nicola Salvati,47,0,2006
476,101,Kernel Methods for Pattern Analysis,M Last,234,2,2006
476,101,Introductory Econometrics: Using Monte Carlo Simulation With Microsoft Excel,Ryan E Wiegand,84,0,2006
476,101,Binomial Models in Finance,Wai F Chiu,92,0,2006
476,101,"Quantitative Risk Management: Concepts, Techniques, and Tools",Christine M Anderson-Cook,265,2,2006
476,101,Forecasting: Practice and Process for Demand Management,Ginger M Davis,78,0,2006
476,101,Bayesian Statistics and Marketing,David H Annis,72,0,2006
476,101,Statistical Modelling in Glim4,Daniel B Hall,30,1,2006
476,101,Statistical Monitoring of Clinical Trials: Fundamentals for Investigators,Debajyoti Sinha,29,0,2006
476,101,Handbook of Exponential and Related Distributions for Engineers and Scientists,Charles Annis,35,0,2006
476,101,Telegraphic Reviews,NA,31,0,2006
476,101,2006 Editorial Collaborators,NA,44,0,2006
475,101,Recidivism and Social Interactions,Sibel Sirakaya,248,16,2006
475,101,Testing for Racial Profiling in Traffic Stops From Behind a Veil of Darkness,Jeffrey Grogger & Greg Ridgeway,693,41,2006
475,101,Randomization Inference With Natural Experiments,Daniel E Ho & Kosuke Imai,314,37,2006
475,101,Evaluating Kindergarten Retention Policy,Guanglei Hong & Stephen W Raudenbush,646,91,2006
475,101,A Hierarchical Multivariate Two-Part Model for Profiling Providers' Effects on Health Care Charges,"John W Robinson, Scott L Zeger & Christopher B Forrest",101,7,2006
475,101,Multiple Imputation of Missing Income Data in the National Health Interview Survey,"Nathaniel Schenker, Trivellore E Raghunathan, Pei-Lu Chiu, Diane M Makuc, Guangyu Zhang & Alan J Cohen",316,67,2006
475,101,Bayesian Inference for a Two-Part Hierarchical Model,"Min Zhang, Robert L Strawderman, Mark E Cowen & Martin T Wells",178,20,2006
475,101,Investigating Heterogeneity in Pneumococcal Transmission,"Simon Cauchemez, Laura Temime, Didier Guillemot, Emmanuelle Varon, Alain-Jacques Valleron, Guy Thomas & Pierre-Yves Boëlle",77,13,2006
475,101,"Trees for Correlated Survival Data by Goodness of Split, With Applications to Tooth Prognosis","Juanjuan Fan, Xiao-Gang Su, Richard A Levine, Martha E Nunn & Michael LeBlanc",92,14,2006
475,101,Calibrated Probabilistic Forecasting at the Stateline Wind Energy Center,"Tilmann Gneiting, Kristin Larson, Kenneth Westrick, Marc G Genton & Eric Aldrich",301,101,2006
475,101,Quantile Autoregression,Roger Koenker & Zhijie Xiao,688,128,2006
475,101,Comment,Jianqing Fan & Yingying Fan,57,2,2006
475,101,Comment,Keith Knight,47,0,2006
475,101,Comment,Marc Hallin & Bas J.M Werker,47,0,2006
475,101,Comment,Christian M Hafner & Oliver B Linton,53,0,2006
475,101,Comment,P. M Robinson,52,1,2006
475,101,Rejoinder,Roger Koenker & Zhijie Xiao,51,1,2006
475,101,Functional Variance Processes,"Hans-Georg Müller, Ulrich Stadtmüller & Fang Yao",131,12,2006
475,101,Estimation in Multiple-Frame Surveys,Sharon Lohr & J. N. K Rao,198,20,2006
475,101,Optimal and Efficient Crossover Designs When Subject Effects Are Random,"A. S Hedayat, John Stufken & Min Yang",72,6,2006
475,101,On Lower Tolerance Limits With Accurate Coverage Probabilities for the Normal Random Effects Model,Shun-Yi Chen & Bernard Harris,44,1,2006
475,101,Statistical Inference for the Difference Between the Best Treatment Mean and a Control Mean,"Chu-In Charles Lee, Jianan Peng & Lin Liu",56,4,2006
475,101,Estimation in Linear Models Based on Observations With Unknown and Possibly Unequal Scaling,Søren Tolver Jensen & Jesper Madsen,41,0,2006
475,101,Geoadditive Survival Models,"Andrea Hennerfeind, Andreas Brezger & Ludwig Fahrmeir",186,53,2006
475,101,Locally Efficient Estimation With Bivariate Right-Censored Data,"Christopher M Quale, Mark J van der Laan & James R Robins",53,3,2006
475,101,Rank Estimation of Accelerated Lifetime Models With Dependent Censoring,Limin Peng & Jason P Fine,154,20,2006
475,101,Estimating a Unimodal Distribution From Interval-Censored Data,"Lutz Dümbgen, Sandra Freitag-Wolf & Geurt Jongbloed",96,9,2006
475,101,Nonparametric Two-Sample Methods for Ranked-Set Sample Data,Michael A Fligner & Steven N MacEachern,124,41,2006
475,101,A Statistical Measure of Regularity for the Study of Wind-Generated Wave Field Images,Finbarr O'Sullivan & Kingshuk Roy Choudhury,41,3,2006
475,101,Bayes Linear Calibrated Prediction for Complex Systems,Michael Goldstein & Jonathan Rougier,148,34,2006
475,101,Likelihood Subgradient Densities,Kjell Nygren & Lan Ma Nygren,39,0,2006
475,101,Post-Processing Posterior Predictive p Values,"Nils Lid Hjort, Fredrik A Dahl & Gunnhildur Högnadóttir Steinbakk",289,37,2006
475,101,Generalized Poststratification and Importance Sampling for Subsampled Markov Chain Monte Carlo Estimation,Subharup Guha & Steven N MacEachern,49,1,2006
475,101,On m out of n Bootstrapping for Nonstandard M-Estimation With Nuisance Parameters,Stephen M. S Lee & M. C Pun,113,11,2006
475,101,Principal Components Analysis Based on Multivariate MM Estimators With Fast and Robust Bootstrap,"Matías Salibián-Barrera, Stefan Van Aelst & Gert Willems",197,60,2006
475,101,Estimation and Testing for Varying Coefficients in Additive Models With Marginal Integration,"Lijian Yang, Byeong U Park, Lan Xue & Wolfgang Härdle",103,19,2006
475,101,Efficient Estimation of Semiparametric Multivariate Copula Models,"Xiaohong Chen, Yanqin Fan & Viktor Tsyrennikov",419,69,2006
475,101,Modeling Marked Point Processes via Bivariate Mixture Transition Distribution Models,Mohamed Yusuf Hassan & Keh-Shin Lii,58,4,2006
475,101,Distribution of Runs and Longest Runs,Yong Kong,86,15,2006
475,101,Robust M Tests Without Consistent Estimation of the Asymptotic Covariance Matrix,Chung-Ming Kuan & Wei-Ming Lee,88,15,2006
475,101,Doubly Robust Estimation of the Area Under the Receiver-Operating Characteristic Curve in the Presence of Verification Bias,"Andrea Rotnitzky, David Faraggi & Enrique Schisterman",136,17,2006
475,101,Tests of Spatial Randomness Adjusted for an Inhomogeneity,Martin Kulldorff,249,42,2006
475,101,Book Reviews,NA,27,0,2006
475,101,Models for Discrete Longitudinal Data,John Williamson,72,0,2006
475,101,Fixed Effects Regression Methods for Longitudinal Data Using SAS,John M Neuhaus,131,0,2006
475,101,Nonparametric and Semiparametric Models,Paul Speckman,80,0,2006
475,101,Generalized Method of Moments,Rosario Dell'Aquila,117,0,2006
475,101,"Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 1: Balanced Data, Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 2: Unbalanced Data.",James G Booth,30,0,2006
475,101,"Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 1: Balanced Data,  Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 2: Unbalanced Data",James G Booth,40,0,2006
475,101,Survey Methodology,Sarah M Nusser,171,0,2006
475,101,Environmental Statistics: Methods and Applications,Christopher K Wikle,45,0,2006
475,101,Analysis and Modelling of Spatial Environmental Data,Stephan R Sain,54,0,2006
475,101,Statistical Methods in Molecular Evolution,Marek Kimmel,34,0,2006
475,101,Bayesian Nonparametrics via Neural Networks,Malay Ghosh,64,0,2006
475,101,Contemporary Bayesian Econometrics and Statistics,Thomas Otter,58,0,2006
475,101,Multivariate Bayesian Statistics: Models for Source Separation and Signal Unmixing,Christopher Genovese,43,0,2006
475,101,Financial Modelling With Jump Processes,N. H Bingham,179,0,2006
475,101,Insurance Risk and Ruin,Hanspeter Schmidli,84,0,2006
475,101,Flowgraph Models for Multistate Time-to-Event Data,John P Klein,34,0,2006
475,101,An Introduction to Statistical Signal Processing,Rudolf H Riedi,33,0,2006
475,101,Random Graphs for Statistical Pattern Recognition,Alan F Karr,47,0,2006
475,101,Applied Data Mining: Statistical Methods for Business and Industry,Richard J Cleary,57,1,2006
475,101,Telegraphic Reviews,NA,36,0,2006
475,101,Correction,NA,29,0,2006
474,101,How Many People Do You Know in Prison?,"Tian Zheng, Matthew J Salganik & Andrew Gelman",423,52,2006
474,101,Conditional Inference Methods for Incomplete Poisson Data With Endogenous Time-Varying Covariates,"Jason Roy, Don Alderson, Joseph W Hogan & Karen T Tashima",72,3,2006
474,101,A Bayesian Approach for Clustered Longitudinal Ordinal Outcome With Nonignorable Missing Data,"Niko A Kaciroti, Trivellore E Raghunathan, M. Anthony Schork, Noreen M Clark & Molly Gong",134,15,2006
474,101,Assessing Evidence Inconsistency in Mixed Treatment Comparisons,Guobing Lu & A. E Ades,880,256,2006
474,101,Specifying and Implementing Nonparametric and Semiparametric Survival Estimators in Two-Stage (Nested) Cohort Studies With Missing Case Data,Steven D Mark & Hormuzd A Katki,122,17,2006
474,101,Forecasting Cause-Age Specific Mortality Using Two Random Processes,"Yousung Park, Jai Won Choi & Hee-Young Kim",78,5,2006
474,101,Advanced Distribution Theory for SiZer,J Hannig & J. S Marron,97,40,2006
474,101,Multicategory ψ-Learning,Yufeng Liu & Xiaotong Shen,145,62,2006
474,101,Analysis of Failure Time Data Arising From Studies With Alternating Treatment Schedules,Beth Ann Griffin & Stephen Lagakos,48,4,2006
474,101,Bootstrap Approximations in Model Checks for Binary Data,"Gerhard Dikta, Marsel Kvesic & Christian Schmidt",79,23,2006
474,101,Goodness-of-Fit Tests for Linear and Nonlinear Time Series Models,J. Carlos Escanciano,175,25,2006
474,101,Bent-Cable Regression Theory and Applications,"Grace Chiu, Richard Lockhart & Richard Routledge",136,22,2006
474,101,"Optimal Model Assessment, Selection, and Combination",Xiaotong Shen & Hsin-Cheng Huang,228,26,2006
474,101,Incorporating Additional Information to Normal Linear Discriminant Rules,"Miguel A Fernández, Cristina Rueda & Bonifacio Salvador",50,6,2006
474,101,Random Forests and Adaptive Nearest Neighbors,Yi Lin & Yongho Jeon,615,82,2006
474,101,Semiparametric Normal Transformation Models for Spatially Correlated Survival Data,Yi Li & Xihong Lin,168,20,2006
474,101,Non-Gaussian Bayesian Geostatistical Modeling,M. Blanca Palacios & Mark F. J Steel,255,27,2006
474,101,On the Large-Sample Minimal Coverage Probability of Confidence Intervals After Model Selection,Paul Kabaila & Hannes Leeb,134,22,2006
474,101,On Sliced Inverse Regression With High-Dimensional Covariates,"Lixing Zhu, Baiqi Miao & Heng Peng",235,75,2006
474,101,Bounded-Influence Robust Estimation in Generalized Linear Latent Variable Models,Irini Moustaki & Maria-Pia Victoria-Feser,81,16,2006
474,101,Outlier Detection in Multivariate Time Series by Projection Pursuit,"Pedro Galeano, Daniel Peña & Ruey S Tsay",229,24,2006
474,101,Semiparametric Transformation Models for Survival Data With a Cure Fraction,"Donglin Zeng, Guosheng Yin & Joseph G Ibrahim",209,44,2006
474,101,Inference in Semiparametric Dynamic Models for Binary Longitudinal Data,Siddhartha Chib & Ivan Jeliazkov,150,39,2006
474,101,Nonparametric Density Estimation From Covariate Information,"Ryan T Elmore, Peter Hall & Vladimir S Troynikov",72,3,2006
474,101,Estimating Mean Dimensionality of Analysis of Variance Decompositions,Ruixue Liu & Art B Owen,112,40,2006
474,101,Testing for Covariate Effects in the Fully Nonparametric Analysis of Covariance Model,Lan Wang & Michael G Akritas,72,1,2006
474,101,On δ-Equivalence With the Best in k-Sample Models,H Finner & K Strassburger,46,5,2006
474,101,Optimal Designs for Dose–Response Models With Restricted Design Spaces,"Stefanie Biedermann, Holger Dette & Wei Zhu",138,22,2006
474,101,Bayesian Sample Size Determination for Case-Control Studies,"Cyr Emile M'Lan, Lawrence Joseph & David B Wolfson",82,14,2006
474,101,Bayesian-Optimal Design via Interacting Particle Systems,"Billy Amzal, Frédéric Y Bois, Eric Parent & Christian P Robert",158,42,2006
474,101,A Class of Latent Marginal Models for Capture–Recapture Data With Continuous Covariates,Francesco Bartolucci & Antonio Forcina,90,19,2006
474,101,Large-Sample Joint Posterior Approximations When Full Conditionals Are Approximately Normal,Chun-Lung Su & Wesley O Johnson,57,2,2006
474,101,On the Correlation Matrix of the Discrete Fourier Transform and the Fast Solution of Large Toeplitz Systems for Long-Memory Time Series,"Willa W Chen, Clifford M Hurvich & Yi Lu",139,11,2006
474,101,A Constructive Representation of Univariate Skewed Distributions,José T. A. S Ferreira & Mark F. J Steel,192,43,2006
474,101,On Convergence and Bias Correction of a Joint Estimation Algorithm for Multiple Sinusoidal Frequencies,Kai-Sheng Song & Ta-Hsin Li,54,5,2006
474,101,Book Reviews,NA,38,0,2006
474,101,Encyclopedia of Biostatistics,Joseph Cavanaugh,69,0,2006
474,101,Bayesian Models for Categorical Data,David H Annis,58,0,2006
474,101,Probability: A Graduate Course,Damir Filipovic,52,0,2006
474,101,Stochastic Inequalities and Applications,Marc Yor,51,0,2006
474,101,Statistical Inference for Ergodic Diffusion Processes,Peter C Kiessler,69,0,2006
474,101,Testing Statistical Hypotheses,Andrew A Neath,143,0,2006
474,101,Modeling and Inverse Problems in Image Analysis,Don Geman,39,0,2006
474,101,Inference for Change Point and Post Change Means After a CUSUM Test,Vladimir Dragalin,72,0,2006
474,101,"The Analysis of Means: A Graphical Method for Comparing Means, Rates, and Proportions",Thomas E Bradstreet,73,1,2006
474,101,Statistics and Finance: An Introduction,Eric Zivot,129,2,2006
474,101,Theory of Financial Risk and Derivative Pricing: From Statistical Physics to Risk Management,Wolfgang Breymann,78,1,2006
474,101,Nonparametric Statistical Methods for Complete and Censored Data,Edsel A Peña,45,0,2006
474,101,"Design and Analysis of Experiments, Vol. 2: Advanced Experimental Design",Kathleen F Kerr,40,0,2006
474,101,Analyzing Rater Agreement: Manifest Variable Methods,Pankaj K Choudhary,54,0,2006
474,101,Estimation in Surveys With Nonresponse,Mariano Ruiz Espejo & Miguel Delgado Pineda,53,0,2006
474,101,Clustering for Data Mining: A Data Recovery Approach,Samuel E Buttrey,98,0,2006
474,101,An Introduction to Bioinformatics Algorithms,Webb Miller,101,4,2006
474,101,"Statistics for Microarrays: Design, Analysis and Inference",J. Wade Davis,37,0,2006
474,101,Computational Statistics,Galin L Jones,91,0,2006
474,101,Developing Statistical Software in Fortran 95,Ross Ihaka,31,0,2006
474,101,An R and S-Plus® Companion to Multivariate Analysis,Ulric J Lund,38,0,2006
474,101,Analysis of Clinical Trials Using SAS®: A Practical Guide,Valerie L Durkalski,64,0,2006
474,101,Telegraphic Reviews,NA,30,0,2006
474,101,"Correction to Censored Regression Quantiles by S. Portnoy, 98 (2003), 1001–1012","Tereza Neocleous, Karlien Vanden Branden & Stephen Portnoy",104,11,2006
473,101,Inverse Decision Theory,"Richard J Swartz, Dennis D Cox, Scott B Cantor, Kalatu Davies & Michele Follen",75,5,2006
473,101,Bayesian Model Averaging With Applications to Benchmark Dose Estimation for Arsenic in Drinking Water,"Knashawn H Morales, Joseph G Ibrahim, Chien-Jen Chen & Louise M Ryan",151,43,2006
473,101,A Quantitative Study of Gene Regulation Involved in the Immune Response of Anopheline Mosquitoes,"Nicholas A Heard, Christopher C Holmes & David A Stephens",245,64,2006
473,101,Quality Control and Robust Estimation for cDNA Microarrays With Replicates,"Raphael Gottardo, Adrian E Raftery, Ka Yee Yeung & Roger E Bumgarner",55,4,2006
473,101,Estimation of Expression Indexes for Oligonucleotide Arrays Using the Singular Value Decomposition,"Jianhua Hu, Fred A Wright & Fei Zou",54,4,2006
473,101,Causal Vaccine Effects on Binary Postinfection Outcomes,Michael G Hudgens & M. Elizabeth Halloran,123,31,2006
473,101,Piecewise Constant Cross-Ratio Estimation for Association of Age at a Marker Event and Age at Menopause,"Bin Nan, Xihong Lin, Lynda D Lisabeth & Siobán D Harlow",81,15,2006
473,101,Adaptive Thresholds,Diane Lambert & Chuanhai Liu,99,25,2006
473,101,Likelihood-Based Inference on Haplotype Effects in Genetic Association Studies,D. Y Lin & D Zeng,131,83,2006
473,101,Comment,Chiara Sabatti,41,0,2006
473,101,Comment,"Glen A Satten, Andrew S Allen & Michael P Epstein",36,0,2006
473,101,Comment,"Nilanjan Chatterjee, Christine Spinka, Jinbo Chen & Raymond J Carroll",36,3,2006
473,101,Comment,Jung-Ying Tzeng & Kathryn Roeder,31,1,2006
473,101,Comment,Hongzhe Li,28,0,2006
473,101,Rejoinder,D. Y Lin & D Zeng,32,0,2006
473,101,Prediction by Supervised Principal Components,"Eric Bair, Trevor Hastie, Debashis Paul & Robert Tibshirani",1033,208,2006
473,101,"Convexity, Classification, and Risk Bounds","Peter L Bartlett, Michael I Jordan & Jon D McAuliffe",813,180,2006
473,101,Objective Bayesian Variable Selection,George Casella & Elías Moreno,267,56,2006
473,101,Variable Selection for Model-Based Clustering,Adrian E Raftery & Nema Dean,636,152,2006
473,101,Order-Based Dependent Dirichlet Processes,J. E Griffin & M. F. J Steel,469,117,2006
473,101,Partial Linear Regression Models for Clustered Data,Kani Chen & Zhezhen Jin,146,0,2006
473,101,A Note on Lack-of-Fit Tests for Linear Models Without Replication,Zhaohui Su & Shie-Shien Yang,72,4,2006
473,101,Improved Estimation of Dissimilarities by Presmoothing Functional Data,"David B Hitchcock, George Casella & James G Booth",70,9,2006
473,101,Structural Break Estimation for Nonstationary Time Series Models,"Richard A Davis, Thomas C. M Lee & Gabriel A Rodriguez-Yam",560,109,2006
473,101,Discrimination of Locally Stationary Time Series Based on the Excess Mass Functional,Gabriel Chandler & Wolfgang Polonik,50,11,2006
473,101,Fiducial Generalized Confidence Intervals,"Jan Hannig, Hari Iyer & Paul Patterson",182,134,2006
473,101,Parameter Estimation for the Truncated Pareto Distribution,"Inmaculada B Aban, Mark M Meerschaert & Anna K Panorska",400,117,2006
473,101,Sample Size Determination for Robust Bayesian Analysis,Fulvio De Santis,120,24,2006
473,101,High-Breakdown Inference for Mixed Linear Models,Samuel Copt & Maria-Pia Victoria-Feser,81,15,2006
473,101,Estimation of Finite Population Domain Means,Jiming Jiang & P Lahiri,107,20,2006
473,101,Replication Variance Estimation for Two-Phase Stratified Sampling,"Jae Kwang Kim, Alfredo Navarro & Wayne A Fuller",117,14,2006
473,101,Distribution of the Length of the Longest Significance Run on a Bernoulli Net and Its Applications,Jihong Chen & Xiaoming Huo,52,3,2006
473,101,Count Data Distributions,Pedro Puig & Jordi Valero,199,37,2006
473,101,Global Validation of Linear Model Assumptions,Edsel A Peña & Elizabeth H Slate,257,57,2006
473,101,Clustering Categorical Data Based on Distance Vectors,"Peng Zhang, Xiaogang Wang & Peter X.-K Song",262,18,2006
473,101,A Reference-Free Cuscore Chart for Dynamic Mean Change Detection and a Unified Framework for Charting Performance Comparison,Dong Han & Fugee Tsung,123,58,2006
473,101,Book Reviews,NA,26,0,2006
473,101,The Theory of Measures and Integration,Anja Sturm,83,0,2006
473,101,Gaussian Markov Random Fields: Theory and Applications,Jun Yan,140,0,2006
473,101,Statistical Methods for Spatial Data Analysis,Jun Zhu,127,0,2006
473,101,Multivariate t Distributions and Their Applications,Alexander J McNeil,107,0,2006
473,101,Probability Matching Priors: Higher Order Asymptotics,Judith Rousseau,41,0,2006
473,101,"Constrained Statistical Inference: Inequality, Order, and Shape Restrictions",Athanasios Micheas,54,0,2006
473,101,Measurement Error and Misclassification in Statistics and Epidemiology,Donna Spiegelman,53,0,2006
473,101,Statistical Methods in Bioinformatics: An Introduction,W. Jim Zheng,43,0,2006
473,101,A Modern Introduction to Probability and Statistics: Understanding Why and How,Jay Devore,58,1,2006
473,101,Mathematical Statistics With Applications,Patricia Pepple Williamson,74,0,2006
473,101,Probability and Computing: Randomized Algorithms and Probabilistic Analysis,Max Buot,163,1,2006
473,101,Probability and Probabilistic Reasoning for Electrical Engineering,Matthew Carlton,42,0,2006
473,101,Statistical Design of Experiments With Engineering Applications,Christine M Anderson-Cook,43,0,2006
473,101,Evolution of Biological Systems in Random Media: Limit Theorems and Stability,Alan F Karr,30,0,2006
473,101,Semiparametric Regression for the Applied Econometrician,Fabio Trojani,59,0,2006
473,101,Exploring Multivariate Data With the Forward Search,Tathagata Banerjee,47,0,2006
473,101,Sensitivity Analysis in Practice: A Guide to Assessing Scientific Models,Mario Paruggia,210,0,2006
473,101,Exploratory Data Mining and Data Cleaning,Alan F Karr,159,1,2006
473,101,Exploratory Data Analysis With MATLAB,Brian Jersky,69,0,2006
473,101,"Categorical Data Analysis With SAS and SPSS Applications, Categorical Data Analysis Using the SAS System",Douglas Steinley,67,0,2006
473,101,Handling Missing Data: Applications to Environmental Analysis,Penelope S Pooler,50,0,2006
473,101,Nondetects and Data Analysis: Statistics for Censored Environmental Data,Philip Dixon,124,0,2006
473,101,Analysis of Survey Data,Stephen E Fienberg,58,0,2006
473,101,Elementary Statistical Quality Control,Christine M Anderson-Cook,39,0,2006
473,101,Longitudinal and Panel Data: Analysis and Applications in the Social Sciences,Michael D Larsen,72,0,2006
473,101,Handbook of Epidemiology,Joseph Cavanaugh,62,0,2006
473,101,"Regression Methods in Biostatistics: Linear, Logistic, Survival, and Repeated Measures Models",Robert H Lyles,126,1,2006
473,101,Statistical Concepts and Applications in Clinical Medicine,William F Rosenberger,29,0,2006
473,101,Epidemiology: Study Design and Data Analysis,Simon Davies,47,0,2006
473,101,Telegraphic Reviews,NA,33,0,2006
473,101,Correction,NA,27,0,2006
472,100,Estimating Risks of Identification Disclosure in Microdata,Jerome P Reiter,122,38,2005
472,100,Forecasts From Nonrandom Samples,Jose Manuel Pavía-Miralles,72,8,2005
472,100,Imputation of Binary Treatment Variables With Measurement Error in Administrative Data,Recai M Yucel & Alan M Zaslavsky,130,23,2005
472,100,A Kernel-Based Spatio-Temporal Dynamical Model for Nowcasting Weather Radar Reflectivities,"Ke Xu, Christopher K Wikle & Neil I Fox",166,46,2005
472,100,Maximization by Parts in Likelihood Inference,"Peter X.-K Song, Yanqin Fan & John D Kalbfleisch",289,50,2005
472,100,Comment,Jiming Jiang,50,0,2005
472,100,Comment,Thomas A Louis,47,0,2005
472,100,Comment,J. G Liao & Bahjat F Qaqish,47,2,2005
472,100,Comment,David Ruppert,60,15,2005
472,100,Rejoinder,"Peter X.-K Song, Yanqin Fan & John D Kalbfleisch",53,0,2005
472,100,"Artificially Augmented Samples, Shrinkage, and Mean Squared Error Reduction*",Yannis G Yatracos,58,1,2005
472,100,Robust Estimation in Generalized Partial Linear Models for Clustered Data,"Xuming He, Wing K Fung & Zhongyi Zhu",291,75,2005
472,100,Univariate Nonparametric Regression in the Presence of Auxiliary Covariates,Sam Efromovich,50,2,2005
472,100,Combining Linear Regression Models,Zheng Yuan & Yuhong Yang,296,66,2005
472,100,Efficient Empirical Bayes Variable Selection and Estimation in Linear Models,Ming Yuan & Yi Lin,333,53,2005
472,100,Quantiles for Counts,José A. F Machado & J. M. C. Santos Silva,570,92,2005
472,100,Nonparametric Estimation of an Additive Quantile Regression Model,Joel L Horowitz & Sokbae Lee,355,52,2005
472,100,Weighted Estimators for Proportional Hazards Regression With Missing Covariates,"Lihong Qi, C. Y Wang & Ross L Prentice",236,57,2005
472,100,A Pseudo–Partial Likelihood Method for Semiparametric Survival Regression With Covariate Errors,David M Zucker,117,24,2005
472,100,Hierarchical Mixture Modeling With Normalized Inverse-Gaussian Priors,"Antonio Lijoi, Ramsés H Mena & Igor Prünster",200,48,2005
472,100,On Consistency of Nonparametric Normal Mixtures for Bayesian Density Estimation,"Antonio Lijoi, Igor Prünster & Stephen G Walker",134,10,2005
472,100,Outlier Robust Model Selection in Linear Regression,Samuel Müller & A. H Welsh,302,21,2005
472,100,A Generalized Wang–Landau Algorithm for Monte Carlo Computation,Faming Liang,141,25,2005
472,100,Linear Unmixing of Multivariate Observations,Marcel Wolbers & Werner Stahel,62,9,2005
472,100,"A Fast, Optimal Spatial-Prediction Method for Massive Datasets","ShengLi Tzeng, Hsin-Cheng Huang & Noel Cressie",96,14,2005
472,100,"Multiscale, Multigranular Statistical Image Segmentation","Eric D Kolaczyk, Junchang Ju & Sucharita Gopal",73,11,2005
472,100,Optimal Design for Goodness-of-Fit of the Michaelis–Menten Enzyme Kinetic Function,"Holger Dette, Viatcheslav B Melas & Weng Kee Wong",120,23,2005
472,100,Diverging Moments and Parameter Estimation,Paulo Gonçalvès & Rudolf Riedi,65,9,2005
472,100,A Tale of Two Time Scales,"Lan Zhang, Per A Mykland & Yacine Aït-Sahalia",765,538,2005
472,100,Independent Particle Filters,"Ming T Lin, Junni L Zhang, Qiansheng Cheng & Rong Chen",93,7,2005
472,100,A Family of Symmetric Distributions on the Circle,M. C Jones & Arthur Pewsey,210,44,2005
472,100,Nonparametric Model Calibration Estimation in Survey Sampling,Giorgio E Montanari & M. Giovanna Ranalli,143,36,2005
472,100,Structural Equation Models,"Brisa N Sánchez, Esben Budtz-Jørgensen, Louise M Ryan & Howard Hu",534,66,2005
472,100,Book Reviews,NA,46,0,2005
472,100,Optimization,Russell Steele,86,0,2005
472,100,"Permutation, Parametric, and Bootstrap Tests of Hypotheses",David H Annis,132,0,2005
472,100,"Statistics, Econometrics and Forecasting",Markus Leippold,42,0,2005
472,100,Periodic Time Series Models,Robert Lund,56,0,2005
472,100,Preparing for the Worst: Incorporating Downside Risk in Stock Market Investments,Yannick Malevergne,32,0,2005
472,100,Feynman–Kac Formulae: Genealogical and Interacting Particle Systems with Applications,Ralphde Laubenfels,89,0,2005
472,100,Lévy Processes and Stochastic Calculus,Alexander Novikov,104,0,2005
472,100,"Information Theory, Inference, and Learning Algorithms",Yuhong Yang,251,4,2005
472,100,Stereology for Statisticians,David H Annis,47,0,2005
472,100,Measurement Theory and Practice: The World Through Quantification,B. D McCullough,44,0,2005
472,100,Multiple Analyses in Clinical Trials: Fundamentals for Investigators,Alex Dmitrienko,43,0,2005
472,100,Statistical Estimation of Epidemiological Risk,Alan R Kristal,50,0,2005
472,100,Statistical Methods in Genetic Epidemiology,Peter Kraft & Christoph Lange,45,0,2005
472,100,Analyzing Microarray Gene Expression Data,Darlene R Goldstein,61,0,2005
472,100,Discovering Knowledge in Data: an Introduction to Data Mining,George A Marcoulides,161,2,2005
472,100,"Kendall's Advanced Theory of Statistics, Vol. 2B: Bayesian Inference",D. Pauler Ankerst,134,1,2005
472,100,Telegraphic Reviews,NA,99,0,2005
472,100,2005 Editorial Collaborators,NA,43,0,2005
471,100,Hierarchical Graphical Models,"Dabao Zhang, Martin T Wells, Bruce W Turnbull, David Sparrow & Patricia A Cassano",86,1,2005
471,100,Frailty Survival Model Analysis of the National Deceased Donor Kidney Transplant Dataset Using Poisson Variance Structures,"Shibao Feng, Robert A Wolfe & Friedrich K Port",136,30,2005
471,100,The Joint Measurement of Technical and Allocative Inefficiencies,Subal C Kumbhakar & Efthymios G Tsionas,114,19,2005
471,100,A Hierarchical Framework for Modeling and Forecasting Web Server Workload,Ta-Hsin Li,68,11,2005
471,100,Spike and Slab Gene Selection for Multigroup Microarray Data,Hemant Ishwaran & J. Sunil Rao,131,31,2005
471,100,Semilinear High-Dimensional Model for Normalization of Microarray Data,"Jianqing Fan, Heng Peng & Tao Huang",116,29,2005
471,100,Comment,Chiara Sabatti,34,0,2005
471,100,Comment,Bruce A Craig,32,0,2005
471,100,Comment,Jian Huang & Cun-Hui Zhang,31,0,2005
471,100,Comment,Heping Zhang,31,0,2005
471,100,Comment,Michael R Kosorok & Shuangge Ma,35,0,2005
471,100,Comment,Robert Tibshirani,32,0,2005
471,100,Rejoinder,"Jianqing Fan, Heng Peng, Tao Huang & Yi Ren",40,0,2005
471,100,A Two-Way Semilinear Model for Normalization and Analysis of cDNA Microarray Data,"Jian Huang, Deli Wang & Cun-Hui Zhang",65,14,2005
471,100,The Generalized Dynamic Factor Model,"Mario Forni, Marc Hallin, Marco Lippi & Lucrezia Reichlin",772,232,2005
471,100,Measurement Error in Linear Autoregressive Models,John Staudenmayer & John P Buonaccorsi,160,20,2005
